updated_utc,price_copper
2021-10-01T00:15:34Z,2003800000
2021-10-01T05:35:34Z,1992070000
2021-10-01T07:35:34Z,2033280000
2021-10-01T18:15:35Z,2016920000
2021-10-01T20:35:35Z,1984270000
2021-10-02T15:15:34Z,1980800000
2021-10-02T16:35:35Z,2012580000
2021-10-02T20:55:34Z,2052470000
2021-10-03T02:15:34Z,1973400000
2021-10-03T07:55:34Z,1975230000
2021-10-03T13:35:34Z,2017380000
2021-10-03T23:35:34Z,1980890000
2021-10-04T03:35:34Z,2060230000
2021-10-04T09:15:35Z,1990210000
2021-10-04T18:35:34Z,2053220000
2021-10-05T02:35:34Z,2064110000
2021-10-05T07:55:34Z,1994100000
2021-10-05T10:55:35Z,2007910000
2021-10-05T15:55:34Z,2087540000
2021-10-06T01:15:34Z,1984370000
2021-10-06T05:55:34Z,2031000000
2021-10-06T17:15:34Z,2092770000
2021-10-06T22:15:34Z,1990870000
2021-10-07T03:35:34Z,1996100000
2021-10-07T06:35:34Z,2034830000
2021-10-07T19:35:34Z,2091970000
2021-10-08T02:35:34Z,2002960000
2021-10-08T06:37:08Z,1983930000
2021-10-08T11:55:34Z,2101340000
2021-10-08T18:35:34Z,2050550000
2021-10-09T00:55:34Z,1990850000
2021-10-09T08:15:34Z,1992790000
2021-10-09T15:55:34Z,2085220000
2021-10-09T18:55:34Z,2044280000
2021-10-10T02:15:34Z,1987660000
2021-10-10T12:15:34Z,2050680000
2021-10-10T18:55:35Z,1992450000
2021-10-11T01:12:05Z,1995370000
2021-10-11T08:35:34Z,2052900000
2021-10-11T16:15:34Z,2075350000
2021-10-11T20:55:34Z,2021610000
2021-10-12T06:55:34Z,2024160000
2021-10-12T10:15:34Z,2085300000
2021-10-12T16:17:01Z,2090900000
2021-10-12T23:35:34Z,2050570000
2021-10-13T09:15:34Z,2038330000
2021-10-13T12:35:34Z,2096260000
2021-10-13T15:35:34Z,2120460000
2021-10-14T01:35:34Z,2047730000
2021-10-14T03:55:34Z,2040090000
2021-10-14T07:35:34Z,2085170000
2021-10-14T18:35:34Z,2141230000
2021-10-15T00:35:35Z,2025260000
2021-10-15T05:55:34Z,2035630000
2021-10-15T10:35:34Z,2087040000
2021-10-15T17:55:34Z,2094910000
2021-10-16T02:15:34Z,2021850000
2021-10-16T10:35:34Z,2013690000
2021-10-16T17:17:01Z,2108300000
2021-10-17T05:15:34Z,2005980000
2021-10-17T07:35:34Z,2074830000
2021-10-17T11:55:34Z,2115930000
2021-10-17T19:15:34Z,2007310000
2021-10-18T05:35:34Z,2013700000
2021-10-18T09:35:34Z,2067180000
2021-10-18T10:55:34Z,2071980000
2021-10-18T15:55:34Z,2123920000
2021-10-19T05:15:34Z,2077760000
2021-10-19T10:15:35Z,2115030000
2021-10-19T18:55:34Z,2068300000
2021-10-19T21:55:35Z,2122440000
2021-10-20T02:15:34Z,2112570000
2021-10-20T05:35:34Z,2047850000
2021-10-20T19:15:34Z,2189330000
2021-10-21T02:15:34Z,2069970000
2021-10-21T05:15:34Z,2040820000
2021-10-21T11:55:34Z,2121820000
2021-10-21T17:35:34Z,2122560000
2021-10-22T00:35:34Z,2064800000
2021-10-22T08:55:34Z,2057710000
2021-10-22T16:55:34Z,2115650000
2021-10-22T20:55:34Z,2025120000
2021-10-23T04:15:34Z,2076240000
2021-10-23T08:15:34Z,2019970000
2021-10-23T14:35:34Z,2126520000
2021-10-24T02:35:34Z,2080740000
2021-10-24T06:55:34Z,2019480000
2021-10-24T13:35:34Z,2087240000
2021-10-24T18:15:34Z,2017370000
2021-10-25T04:15:35Z,2031190000
2021-10-25T10:35:34Z,2086820000
2021-10-25T20:15:35Z,2131850000
2021-10-25T23:35:34Z,2074750000
2021-10-26T01:55:34Z,2044490000
2021-10-26T04:15:35Z,2089630000
2021-10-26T16:40:34Z,2083930000
2021-10-26T23:22:02Z,2052980000
2021-10-27T06:40:34Z,2088370000
2021-10-27T11:20:34Z,2053370000
2021-10-28T00:20:34Z,2125300000
2021-10-28T03:40:34Z,2033820000
2021-10-28T05:00:34Z,2032340000
2021-10-28T08:00:34Z,2095260000
2021-10-28T22:40:34Z,2278560000
2021-10-29T03:20:34Z,2089730000
2021-10-29T15:40:34Z,2109130000
2021-10-29T18:40:34Z,2157310000
2021-10-30T02:00:34Z,2062060000
2021-10-30T07:40:35Z,2177680000
2021-10-30T10:00:35Z,2201640000
2021-10-30T18:00:35Z,2091090000
2021-10-31T06:20:34Z,2075510000
2021-10-31T09:40:34Z,2172420000
2021-10-31T13:20:34Z,2209080000
2021-10-31T17:20:34Z,2076070000
