updated_utc,price_copper
2025-08-01T00:51:52Z,3978550000
2025-08-01T03:31:52Z,4034680000
2025-08-01T07:51:52Z,3908060000
2025-08-01T11:11:52Z,3980800000
2025-08-01T14:51:52Z,3871510000
2025-08-01T17:51:52Z,3867700000
2025-08-01T20:11:52Z,3920930000
2025-08-01T21:51:52Z,3932380000
2025-08-01T23:11:52Z,3971970000
2025-08-02T04:51:52Z,4422720000
2025-08-02T05:31:52Z,4493360000
2025-08-02T06:11:53Z,4442870000
2025-08-02T09:11:52Z,4067050000
2025-08-02T10:51:52Z,3882950000
2025-08-02T13:31:52Z,3833270000
2025-08-02T16:31:52Z,3983650000
2025-08-02T22:11:52Z,3895160000
2025-08-03T01:51:52Z,4216130000
2025-08-03T04:51:52Z,4560270000
2025-08-03T08:51:52Z,4137080000
2025-08-03T11:11:52Z,3872930000
2025-08-03T13:31:52Z,4035780000
2025-08-03T19:31:52Z,3880210000
2025-08-03T22:51:52Z,4198140000
2025-08-04T00:11:52Z,4336770000
2025-08-04T04:11:52Z,4724850000
2025-08-04T07:11:52Z,4462140000
2025-08-04T11:51:52Z,3876480000
2025-08-04T12:11:52Z,3857360000
2025-08-04T14:11:52Z,3779280000
2025-08-04T17:51:52Z,3936480000
2025-08-04T21:31:52Z,3886760000
2025-08-05T00:51:52Z,4062780000
2025-08-05T02:51:52Z,4096830000
2025-08-05T04:11:52Z,4112900000
2025-08-05T09:11:52Z,3885160000
2025-08-05T15:51:52Z,3895180000
2025-08-05T16:51:52Z,3973610000
2025-08-05T20:31:52Z,3814670000
2025-08-05T23:51:52Z,4154080000
2025-08-06T01:53:30Z,4267250000
2025-08-06T04:53:30Z,4307620000
2025-08-06T06:53:30Z,4126710000
2025-08-06T08:13:30Z,3966760000
2025-08-06T10:53:30Z,3773240000
2025-08-06T18:33:30Z,3841130000
2025-08-06T20:53:30Z,4009570000
2025-08-06T22:13:30Z,3947930000
2025-08-07T03:53:30Z,3864110000
2025-08-07T07:13:30Z,3881690000
2025-08-07T10:53:30Z,3856920000
2025-08-07T16:13:30Z,3877470000
2025-08-07T17:53:30Z,3837400000
2025-08-07T21:33:30Z,4051530000
2025-08-08T00:53:30Z,3837130000
2025-08-08T01:15:30Z,3827170000
2025-08-08T02:15:30Z,3851920000
2025-08-08T06:15:30Z,3936010000
2025-08-08T10:55:30Z,3829400000
2025-08-08T13:35:30Z,3925530000
2025-08-08T17:15:30Z,4005850000
2025-08-08T19:54:56Z,3855450000
2025-08-08T22:55:30Z,3861640000
2025-08-08T23:15:30Z,3887520000
2025-08-09T04:39:30Z,4120470000
2025-08-09T06:19:30Z,4090210000
2025-08-09T09:59:30Z,3844640000
2025-08-09T13:19:30Z,3849860000
2025-08-09T15:19:30Z,3956310000
2025-08-09T20:59:30Z,4051300000
2025-08-09T23:39:30Z,3921330000
2025-08-10T05:59:30Z,4122800000
2025-08-10T08:59:30Z,3960290000
2025-08-10T10:19:30Z,3848690000
2025-08-10T14:59:30Z,4102670000
2025-08-10T20:39:30Z,3890520000
2025-08-10T22:59:30Z,4159060000
2025-08-10T23:39:30Z,4232770000
2025-08-10T23:59:30Z,4261720000
2025-08-11T00:19:30Z,4284900000
2025-08-11T04:39:30Z,4580860000
2025-08-11T07:19:30Z,4373410000
2025-08-11T11:19:30Z,3914770000
2025-08-11T14:59:30Z,4107170000
2025-08-11T17:39:30Z,3871750000
2025-08-11T23:19:30Z,3925580000
2025-08-12T01:39:30Z,4181980000
